"","area_code","year","item_code","source_code","value","element","item","area","source"
"719",134,2020,15,106,271,"Import Quantity","Wheat","Malta","Italy"
"720",143,2020,15,106,570,"Import Quantity","Wheat","Morocco","Italy"
"721",150,2020,15,106,57,"Import Quantity","Wheat","Netherlands","Italy"
"722",173,2020,15,106,2,"Import Quantity","Wheat","Poland","Italy"
"723",174,2020,15,106,3,"Import Quantity","Wheat","Portugal","Italy"
"724",183,2020,15,106,300,"Import Quantity","Wheat","Romania","Italy"
"725",185,2020,15,106,21,"Import Quantity","Wheat","Russian Federation","Italy"
"726",272,2020,15,106,216,"Import Quantity","Wheat","Serbia","Italy"
"727",199,2020,15,106,12,"Import Quantity","Wheat","Slovakia","Italy"
"728",198,2020,15,106,82,"Import Quantity","Wheat","Slovenia","Italy"
"729",203,2020,15,106,312,"Import Quantity","Wheat","Spain","Italy"
"730",210,2020,15,106,1,"Import Quantity","Wheat","Sweden","Italy"
"731",211,2020,15,106,3671,"Import Quantity","Wheat","Switzerland","Italy"
"732",222,2020,15,106,1200,"Import Quantity","Wheat","Tunisia","Italy"
"733",223,2020,15,106,256,"Import Quantity","Wheat","Turkey","Italy"
"734",229,2020,15,106,181,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Italy"
"735",231,2020,15,106,240,"Import Quantity","Wheat","United States of America","Italy"
"736",237,2020,15,106,1,"Import Quantity","Wheat","Viet Nam","Italy"
"737",103,2020,15,112,1440,"Import Quantity","Wheat","Iraq","Jordan"
"738",2,2020,15,108,528433,"Import Quantity","Wheat","Afghanistan","Kazakhstan"
"739",52,2020,15,108,18024,"Import Quantity","Wheat","Azerbaijan","Kazakhstan"
"740",41,2020,15,108,243990,"Import Quantity","Wheat","China, mainland","Kazakhstan"
"741",67,2020,15,108,1551,"Import Quantity","Wheat","Finland","Kazakhstan"
"742",79,2020,15,108,220,"Import Quantity","Wheat","Germany","Kazakhstan"
"743",102,2020,15,108,17896,"Import Quantity","Wheat","Iran (Islamic Republic of)","Kazakhstan"
"744",106,2020,15,108,141046,"Import Quantity","Wheat","Italy","Kazakhstan"
"745",112,2020,15,108,2,"Import Quantity","Wheat","Jordan","Kazakhstan"
"746",113,2020,15,108,55301,"Import Quantity","Wheat","Kyrgyzstan","Kazakhstan"
"747",119,2020,15,108,1190,"Import Quantity","Wheat","Latvia","Kazakhstan"
"748",126,2020,15,108,147,"Import Quantity","Wheat","Lithuania","Kazakhstan"
"749",131,2020,15,108,840,"Import Quantity","Wheat","Malaysia","Kazakhstan"
"750",162,2020,15,108,2500,"Import Quantity","Wheat","Norway","Kazakhstan"
"751",173,2020,15,108,3486,"Import Quantity","Wheat","Poland","Kazakhstan"
"752",185,2020,15,108,155557,"Import Quantity","Wheat","Russian Federation","Kazakhstan"
"753",210,2020,15,108,0,"Import Quantity","Wheat","Sweden","Kazakhstan"
"754",211,2020,15,108,1458,"Import Quantity","Wheat","Switzerland","Kazakhstan"
"755",208,2020,15,108,1020641,"Import Quantity","Wheat","Tajikistan","Kazakhstan"
"756",222,2020,15,108,4393,"Import Quantity","Wheat","Tunisia","Kazakhstan"
"757",223,2020,15,108,9212,"Import Quantity","Wheat","Turkey","Kazakhstan"
"758",213,2020,15,108,53022,"Import Quantity","Wheat","Turkmenistan","Kazakhstan"
"759",235,2020,15,108,2940877,"Import Quantity","Wheat","Uzbekistan","Kazakhstan"
"760",68,2020,15,114,0,"Import Quantity","Wheat","France","Kenya"
"761",79,2020,15,114,0,"Import Quantity","Wheat","Germany","Kenya"
"762",106,2020,15,114,0,"Import Quantity","Wheat","Italy","Kenya"
"763",184,2020,15,114,339,"Import Quantity","Wheat","Rwanda","Kenya"
"764",226,2020,15,114,700,"Import Quantity","Wheat","Uganda","Kenya"
"765",229,2020,15,114,0,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Kenya"
"766",112,2020,15,118,89,"Import Quantity","Wheat","Jordan","Kuwait"
"767",179,2020,15,118,8,"Import Quantity","Wheat","Qatar","Kuwait"
"768",108,2020,15,113,88,"Import Quantity","Wheat","Kazakhstan","Kyrgyzstan"
"769",4,2020,15,119,436487,"Import Quantity","Wheat","Algeria","Latvia"
"770",7,2020,15,119,45270,"Import Quantity","Wheat","Angola","Latvia"
"771",11,2020,15,119,53,"Import Quantity","Wheat","Austria","Latvia"
"772",46,2020,15,119,5670,"Import Quantity","Wheat","Congo","Latvia"
"773",250,2020,15,119,13770,"Import Quantity","Wheat","Democratic Republic of the Congo","Latvia"
"774",54,2020,15,119,3683,"Import Quantity","Wheat","Denmark","Latvia"
"775",63,2020,15,119,8456,"Import Quantity","Wheat","Estonia","Latvia"
"776",67,2020,15,119,22000,"Import Quantity","Wheat","Finland","Latvia"
"777",68,2020,15,119,2765,"Import Quantity","Wheat","France","Latvia"
"778",79,2020,15,119,8197,"Import Quantity","Wheat","Germany","Latvia"
"779",81,2020,15,119,68136,"Import Quantity","Wheat","Ghana","Latvia"
"780",104,2020,15,119,22099,"Import Quantity","Wheat","Ireland","Latvia"
"781",105,2020,15,119,68850,"Import Quantity","Wheat","Israel","Latvia"
"782",114,2020,15,119,98608,"Import Quantity","Wheat","Kenya","Latvia"
"783",124,2020,15,119,31379,"Import Quantity","Wheat","Libya","Latvia"
"784",126,2020,15,119,48424,"Import Quantity","Wheat","Lithuania","Latvia"
"785",129,2020,15,119,33000,"Import Quantity","Wheat","Madagascar","Latvia"
"786",143,2020,15,119,248179,"Import Quantity","Wheat","Morocco","Latvia"
"787",144,2020,15,119,67198,"Import Quantity","Wheat","Mozambique","Latvia"
"788",150,2020,15,119,65674,"Import Quantity","Wheat","Netherlands","Latvia"
"789",159,2020,15,119,862256,"Import Quantity","Wheat","Nigeria","Latvia"
"790",173,2020,15,119,1270,"Import Quantity","Wheat","Poland","Latvia"
"791",174,2020,15,119,27700,"Import Quantity","Wheat","Portugal","Latvia"
"792",194,2020,15,119,315680,"Import Quantity","Wheat","Saudi Arabia","Latvia"
"793",200,2020,15,119,23955,"Import Quantity","Wheat","Singapore","Latvia"
"794",202,2020,15,119,125000,"Import Quantity","Wheat","South Africa","Latvia"
"795",203,2020,15,119,23413,"Import Quantity","Wheat","Spain","Latvia"
"796",211,2020,15,119,50500,"Import Quantity","Wheat","Switzerland","Latvia"
"797",223,2020,15,119,157065,"Import Quantity","Wheat","Turkey","Latvia"
"798",226,2020,15,119,6350,"Import Quantity","Wheat","Uganda","Latvia"
"799",229,2020,15,119,120535,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Latvia"
"800",4,2020,15,121,3,"Import Quantity","Wheat","Algeria","Lebanon"
"801",53,2020,15,121,0,"Import Quantity","Wheat","Benin","Lebanon"
"802",37,2020,15,121,0,"Import Quantity","Wheat","Central African Republic","Lebanon"
"803",44,2020,15,121,0,"Import Quantity","Wheat","Colombia","Lebanon"
"804",46,2020,15,121,0,"Import Quantity","Wheat","Congo","Lebanon"
"805",81,2020,15,121,1,"Import Quantity","Wheat","Ghana","Lebanon"
"806",112,2020,15,121,728,"Import Quantity","Wheat","Jordan","Lebanon"
"807",159,2020,15,121,0,"Import Quantity","Wheat","Nigeria","Lebanon"
"808",221,2020,15,121,0,"Import Quantity","Wheat","Oman","Lebanon"
"809",179,2020,15,121,1,"Import Quantity","Wheat","Qatar","Lebanon"
"810",194,2020,15,121,1,"Import Quantity","Wheat","Saudi Arabia","Lebanon"
"811",195,2020,15,121,1,"Import Quantity","Wheat","Senegal","Lebanon"
"812",210,2020,15,121,1,"Import Quantity","Wheat","Sweden","Lebanon"
"813",223,2020,15,121,26,"Import Quantity","Wheat","Turkey","Lebanon"
"814",225,2020,15,121,8,"Import Quantity","Wheat","United Arab Emirates","Lebanon"
"815",229,2020,15,121,1,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Lebanon"
"816",231,2020,15,121,4,"Import Quantity","Wheat","United States of America","Lebanon"
"817",4,2020,15,126,421593,"Import Quantity","Wheat","Algeria","Lithuania"
"818",7,2020,15,126,26250,"Import Quantity","Wheat","Angola","Lithuania"
"819",11,2020,15,126,1246,"Import Quantity","Wheat","Austria","Lithuania"
"820",52,2020,15,126,11,"Import Quantity","Wheat","Azerbaijan","Lithuania"
"821",255,2020,15,126,678,"Import Quantity","Wheat","Belgium","Lithuania"
"822",32,2020,15,126,10000,"Import Quantity","Wheat","Cameroon","Lithuania"
"823",96,2020,15,126,0,"Import Quantity","Wheat","China, Hong Kong SAR","Lithuania"
"824",41,2020,15,126,334599,"Import Quantity","Wheat","China, mainland","Lithuania"
"825",167,2020,15,126,1538,"Import Quantity","Wheat","Czechia","Lithuania"
"826",54,2020,15,126,8189,"Import Quantity","Wheat","Denmark","Lithuania"
"827",59,2020,15,126,130120,"Import Quantity","Wheat","Egypt","Lithuania"
"828",63,2020,15,126,579,"Import Quantity","Wheat","Estonia","Lithuania"
"829",67,2020,15,126,12,"Import Quantity","Wheat","Finland","Lithuania"
"830",68,2020,15,126,14499,"Import Quantity","Wheat","France","Lithuania"
"831",79,2020,15,126,47776,"Import Quantity","Wheat","Germany","Lithuania"
"832",81,2020,15,126,20000,"Import Quantity","Wheat","Ghana","Lithuania"
"833",90,2020,15,126,33000,"Import Quantity","Wheat","Guinea","Lithuania"
"834",105,2020,15,126,123155,"Import Quantity","Wheat","Israel","Lithuania"
"835",106,2020,15,126,6450,"Import Quantity","Wheat","Italy","Lithuania"
"836",108,2020,15,126,50,"Import Quantity","Wheat","Kazakhstan","Lithuania"
"837",114,2020,15,126,31939,"Import Quantity","Wheat","Kenya","Lithuania"
"838",119,2020,15,126,498968,"Import Quantity","Wheat","Latvia","Lithuania"
"839",143,2020,15,126,31212,"Import Quantity","Wheat","Morocco","Lithuania"
"840",144,2020,15,126,15000,"Import Quantity","Wheat","Mozambique","Lithuania"
"841",150,2020,15,126,90689,"Import Quantity","Wheat","Netherlands","Lithuania"
"842",159,2020,15,126,934411,"Import Quantity","Wheat","Nigeria","Lithuania"
"843",173,2020,15,126,9333,"Import Quantity","Wheat","Poland","Lithuania"
"844",174,2020,15,126,5135,"Import Quantity","Wheat","Portugal","Lithuania"
"845",185,2020,15,126,231,"Import Quantity","Wheat","Russian Federation","Lithuania"
"846",194,2020,15,126,190320,"Import Quantity","Wheat","Saudi Arabia","Lithuania"
"847",202,2020,15,126,159773,"Import Quantity","Wheat","South Africa","Lithuania"
"848",203,2020,15,126,152220,"Import Quantity","Wheat","Spain","Lithuania"
"849",276,2020,15,126,209796,"Import Quantity","Wheat","Sudan","Lithuania"
"850",223,2020,15,126,356013,"Import Quantity","Wheat","Turkey","Lithuania"
"851",226,2020,15,126,21295,"Import Quantity","Wheat","Uganda","Lithuania"
"852",230,2020,15,126,4,"Import Quantity","Wheat","Ukraine","Lithuania"
"853",229,2020,15,126,19117,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Lithuania"
"854",215,2020,15,126,74000,"Import Quantity","Wheat","United Republic of Tanzania","Lithuania"
"855",11,2020,15,256,18,"Import Quantity","Wheat","Austria","Luxembourg"
"856",255,2020,15,256,3297,"Import Quantity","Wheat","Belgium","Luxembourg"
"857",68,2020,15,256,2009,"Import Quantity","Wheat","France","Luxembourg"
"858",79,2020,15,256,18184,"Import Quantity","Wheat","Germany","Luxembourg"
"859",150,2020,15,256,6842,"Import Quantity","Wheat","Netherlands","Luxembourg"
"860",229,2020,15,256,72,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Luxembourg"
"861",171,2020,15,131,240,"Import Quantity","Wheat","Philippines","Malaysia"
"862",216,2020,15,131,116,"Import Quantity","Wheat","Thailand","Malaysia"
"863",131,2020,15,132,626,"Import Quantity","Wheat","Malaysia","Maldives"
"864",150,2020,15,133,0,"Import Quantity","Wheat","Netherlands","Mali"
"865",4,2020,15,138,255638,"Import Quantity","Wheat","Algeria","Mexico"
"866",272,2020,15,273,0,"Import Quantity","Wheat","Serbia","Montenegro"
"867",68,2020,15,143,0,"Import Quantity","Wheat","France","Morocco"
"868",203,2020,15,143,10,"Import Quantity","Wheat","Spain","Morocco"
"869",202,2020,15,147,95,"Import Quantity","Wheat","South Africa","Namibia"
"870",11,2020,15,150,24,"Import Quantity","Wheat","Austria","Netherlands"
"871",13,2020,15,150,17,"Import Quantity","Wheat","Bahrain","Netherlands"
"872",255,2020,15,150,112890,"Import Quantity","Wheat","Belgium","Netherlands"
"873",26,2020,15,150,1,"Import Quantity","Wheat","Brunei Darussalam","Netherlands"
"874",27,2020,15,150,35,"Import Quantity","Wheat","Bulgaria","Netherlands"
"875",35,2020,15,150,1,"Import Quantity","Wheat","Cabo Verde","Netherlands"
"876",48,2020,15,150,275,"Import Quantity","Wheat","Costa Rica","Netherlands"
"877",98,2020,15,150,3,"Import Quantity","Wheat","Croatia","Netherlands"
"878",50,2020,15,150,71,"Import Quantity","Wheat","Cyprus","Netherlands"
"879",167,2020,15,150,31,"Import Quantity","Wheat","Czechia","Netherlands"
"880",54,2020,15,150,2614,"Import Quantity","Wheat","Denmark","Netherlands"
"881",63,2020,15,150,12,"Import Quantity","Wheat","Estonia","Netherlands"
"882",67,2020,15,150,7596,"Import Quantity","Wheat","Finland","Netherlands"
"883",68,2020,15,150,14357,"Import Quantity","Wheat","France","Netherlands"
"884",79,2020,15,150,76218,"Import Quantity","Wheat","Germany","Netherlands"
"885",84,2020,15,150,120,"Import Quantity","Wheat","Greece","Netherlands"
"886",93,2020,15,150,2,"Import Quantity","Wheat","Haiti","Netherlands"
"887",97,2020,15,150,112,"Import Quantity","Wheat","Hungary","Netherlands"
"888",99,2020,15,150,14,"Import Quantity","Wheat","Iceland","Netherlands"
"889",104,2020,15,150,21,"Import Quantity","Wheat","Ireland","Netherlands"
"890",105,2020,15,150,1658,"Import Quantity","Wheat","Israel","Netherlands"
"891",106,2020,15,150,6,"Import Quantity","Wheat","Italy","Netherlands"
"892",110,2020,15,150,120,"Import Quantity","Wheat","Japan","Netherlands"
"893",119,2020,15,150,17,"Import Quantity","Wheat","Latvia","Netherlands"
"894",126,2020,15,150,97,"Import Quantity","Wheat","Lithuania","Netherlands"
"895",256,2020,15,150,51,"Import Quantity","Wheat","Luxembourg","Netherlands"
"896",134,2020,15,150,12,"Import Quantity","Wheat","Malta","Netherlands"
"897",143,2020,15,150,26173,"Import Quantity","Wheat","Morocco","Netherlands"
"898",159,2020,15,150,0,"Import Quantity","Wheat","Nigeria","Netherlands"
"899",162,2020,15,150,1009,"Import Quantity","Wheat","Norway","Netherlands"
"900",173,2020,15,150,1318,"Import Quantity","Wheat","Poland","Netherlands"
"901",174,2020,15,150,30,"Import Quantity","Wheat","Portugal","Netherlands"
"902",183,2020,15,150,21,"Import Quantity","Wheat","Romania","Netherlands"
"903",199,2020,15,150,52,"Import Quantity","Wheat","Slovakia","Netherlands"
"904",198,2020,15,150,11,"Import Quantity","Wheat","Slovenia","Netherlands"
"905",203,2020,15,150,436,"Import Quantity","Wheat","Spain","Netherlands"
"906",207,2020,15,150,0,"Import Quantity","Wheat","Suriname","Netherlands"
"907",210,2020,15,150,426,"Import Quantity","Wheat","Sweden","Netherlands"
"908",211,2020,15,150,9,"Import Quantity","Wheat","Switzerland","Netherlands"
"909",229,2020,15,150,10923,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Netherlands"
"910",215,2020,15,150,11,"Import Quantity","Wheat","United Republic of Tanzania","Netherlands"
"911",10,2020,15,156,975,"Import Quantity","Wheat","Australia","New Zealand"
"912",33,2020,15,156,37,"Import Quantity","Wheat","Canada","New Zealand"
"913",47,2020,15,156,0,"Import Quantity","Wheat","Cook Islands","New Zealand"
"914",54,2020,15,156,1,"Import Quantity","Wheat","Denmark","New Zealand"
"915",66,2020,15,156,0,"Import Quantity","Wheat","Fiji","New Zealand"
"916",67,2020,15,156,0,"Import Quantity","Wheat","Finland","New Zealand"
"917",70,2020,15,156,0,"Import Quantity","Wheat","French Polynesia","New Zealand"
"918",200,2020,15,156,27,"Import Quantity","Wheat","Singapore","New Zealand"
"919",210,2020,15,156,1,"Import Quantity","Wheat","Sweden","New Zealand"
"920",231,2020,15,156,2,"Import Quantity","Wheat","United States of America","New Zealand"
"921",255,2020,15,159,2,"Import Quantity","Wheat","Belgium","Nigeria"
"922",33,2020,15,159,0,"Import Quantity","Wheat","Canada","Nigeria"
"923",150,2020,15,159,0,"Import Quantity","Wheat","Netherlands","Nigeria"
"924",158,2020,15,159,22,"Import Quantity","Wheat","Niger","Nigeria"
"925",202,2020,15,159,0,"Import Quantity","Wheat","South Africa","Nigeria"
"926",225,2020,15,159,0,"Import Quantity","Wheat","United Arab Emirates","Nigeria"
"927",3,2020,15,154,489,"Import Quantity","Wheat","Albania","North Macedonia"
"928",33,2020,15,154,0,"Import Quantity","Wheat","Canada","North Macedonia"
"929",167,2020,15,154,0,"Import Quantity","Wheat","Czechia","North Macedonia"
"930",84,2020,15,154,4305,"Import Quantity","Wheat","Greece","North Macedonia"
"931",273,2020,15,154,1,"Import Quantity","Wheat","Montenegro","North Macedonia"
"932",272,2020,15,154,13,"Import Quantity","Wheat","Serbia","North Macedonia"
"933",231,2020,15,154,0,"Import Quantity","Wheat","United States of America","North Macedonia"
"934",210,2020,15,162,49,"Import Quantity","Wheat","Sweden","Norway"
"935",234,2020,15,162,0,"Import Quantity","Wheat","Uruguay","Norway"
"936",237,2020,15,165,28000,"Import Quantity","Wheat","Viet Nam","Pakistan"
"937",19,2020,15,169,1500,"Import Quantity","Wheat","Bolivia (Plurinational State of)","Paraguay"
"938",21,2020,15,169,280529,"Import Quantity","Wheat","Brazil","Paraguay"
"939",131,2020,15,169,4,"Import Quantity","Wheat","Malaysia","Paraguay"
"940",237,2020,15,169,868,"Import Quantity","Wheat","Viet Nam","Paraguay"
"941",10,2020,15,170,0,"Import Quantity","Wheat","Australia","Peru"
"942",255,2020,15,170,1,"Import Quantity","Wheat","Belgium","Peru"
"943",40,2020,15,170,9,"Import Quantity","Wheat","Chile","Peru"
"944",58,2020,15,170,353,"Import Quantity","Wheat","Ecuador","Peru"
"945",106,2020,15,170,0,"Import Quantity","Wheat","Italy","Peru"
"946",110,2020,15,170,4,"Import Quantity","Wheat","Japan","Peru"
"947",150,2020,15,170,0,"Import Quantity","Wheat","Netherlands","Peru"
"948",174,2020,15,170,2,"Import Quantity","Wheat","Portugal","Peru"
"949",203,2020,15,170,28,"Import Quantity","Wheat","Spain","Peru"
"950",229,2020,15,170,0,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Peru"
"951",231,2020,15,170,77,"Import Quantity","Wheat","United States of America","Peru"
"952",217,2020,15,171,0,"Import Quantity","Wheat","Togo","Philippines"
"953",225,2020,15,171,1,"Import Quantity","Wheat","United Arab Emirates","Philippines"
"954",4,2020,15,173,401697,"Import Quantity","Wheat","Algeria","Poland"
"955",11,2020,15,173,1336,"Import Quantity","Wheat","Austria","Poland"
"956",57,2020,15,173,455,"Import Quantity","Wheat","Belarus","Poland"
"957",255,2020,15,173,140,"Import Quantity","Wheat","Belgium","Poland"
"958",27,2020,15,173,1,"Import Quantity","Wheat","Bulgaria","Poland"
"959",29,2020,15,173,2000,"Import Quantity","Wheat","Burundi","Poland"
"960",33,2020,15,173,1,"Import Quantity","Wheat","Canada","Poland"
"961",49,2020,15,173,165997,"Import Quantity","Wheat","Cuba","Poland"
"962",167,2020,15,173,3835,"Import Quantity","Wheat","Czechia","Poland"
"963",54,2020,15,173,241,"Import Quantity","Wheat","Denmark","Poland"
"964",63,2020,15,173,0,"Import Quantity","Wheat","Estonia","Poland"
"965",68,2020,15,173,295,"Import Quantity","Wheat","France","Poland"
"966",75,2020,15,173,9931,"Import Quantity","Wheat","Gambia","Poland"
"967",79,2020,15,173,675212,"Import Quantity","Wheat","Germany","Poland"
"968",81,2020,15,173,8377,"Import Quantity","Wheat","Ghana","Poland"
"969",84,2020,15,173,5607,"Import Quantity","Wheat","Greece","Poland"
"970",90,2020,15,173,18037,"Import Quantity","Wheat","Guinea","Poland"
"971",97,2020,15,173,6,"Import Quantity","Wheat","Hungary","Poland"
"972",99,2020,15,173,3001,"Import Quantity","Wheat","Iceland","Poland"
"973",103,2020,15,173,1,"Import Quantity","Wheat","Iraq","Poland"
"974",104,2020,15,173,742,"Import Quantity","Wheat","Ireland","Poland"
"975",106,2020,15,173,33141,"Import Quantity","Wheat","Italy","Poland"
"976",108,2020,15,173,22,"Import Quantity","Wheat","Kazakhstan","Poland"
"977",114,2020,15,173,102461,"Import Quantity","Wheat","Kenya","Poland"
"978",119,2020,15,173,8,"Import Quantity","Wheat","Latvia","Poland"
"979",122,2020,15,173,4000,"Import Quantity","Wheat","Lesotho","Poland"
"980",126,2020,15,173,17720,"Import Quantity","Wheat","Lithuania","Poland"
"981",256,2020,15,173,21598,"Import Quantity","Wheat","Luxembourg","Poland"
"982",136,2020,15,173,30850,"Import Quantity","Wheat","Mauritania","Poland"
"983",143,2020,15,173,121871,"Import Quantity","Wheat","Morocco","Poland"
"984",144,2020,15,173,113968,"Import Quantity","Wheat","Mozambique","Poland"
"985",150,2020,15,173,2542,"Import Quantity","Wheat","Netherlands","Poland"
"986",159,2020,15,173,64524,"Import Quantity","Wheat","Nigeria","Poland"
"987",162,2020,15,173,70626,"Import Quantity","Wheat","Norway","Poland"
"988",174,2020,15,173,47503,"Import Quantity","Wheat","Portugal","Poland"
"989",183,2020,15,173,44,"Import Quantity","Wheat","Romania","Poland"
"990",185,2020,15,173,729,"Import Quantity","Wheat","Russian Federation","Poland"
"991",184,2020,15,173,4000,"Import Quantity","Wheat","Rwanda","Poland"
"992",194,2020,15,173,1680830,"Import Quantity","Wheat","Saudi Arabia","Poland"
"993",272,2020,15,173,5,"Import Quantity","Wheat","Serbia","Poland"
"994",199,2020,15,173,188,"Import Quantity","Wheat","Slovakia","Poland"
"995",198,2020,15,173,12,"Import Quantity","Wheat","Slovenia","Poland"
"996",202,2020,15,173,773157,"Import Quantity","Wheat","South Africa","Poland"
"997",203,2020,15,173,15184,"Import Quantity","Wheat","Spain","Poland"
"998",211,2020,15,173,2,"Import Quantity","Wheat","Switzerland","Poland"
"999",223,2020,15,173,174111,"Import Quantity","Wheat","Turkey","Poland"
"1000",230,2020,15,173,70,"Import Quantity","Wheat","Ukraine","Poland"
"1001",229,2020,15,173,14301,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Poland"
"1002",215,2020,15,173,99960,"Import Quantity","Wheat","United Republic of Tanzania","Poland"
"1003",231,2020,15,173,2,"Import Quantity","Wheat","United States of America","Poland"
"1004",7,2020,15,174,1,"Import Quantity","Wheat","Angola","Portugal"
"1005",35,2020,15,174,0,"Import Quantity","Wheat","Cabo Verde","Portugal"
"1006",68,2020,15,174,102,"Import Quantity","Wheat","France","Portugal"
"1007",79,2020,15,174,0,"Import Quantity","Wheat","Germany","Portugal"
"1008",256,2020,15,174,0,"Import Quantity","Wheat","Luxembourg","Portugal"
"1009",203,2020,15,174,11069,"Import Quantity","Wheat","Spain","Portugal"
"1010",211,2020,15,174,1,"Import Quantity","Wheat","Switzerland","Portugal"
"1011",96,2020,15,117,10,"Import Quantity","Wheat","China, Hong Kong SAR","Republic of Korea"
"1012",106,2020,15,117,1,"Import Quantity","Wheat","Italy","Republic of Korea"
"1013",16,2020,15,146,247,"Import Quantity","Wheat","Bangladesh","Republic of Moldova"
"1014",27,2020,15,146,30,"Import Quantity","Wheat","Bulgaria","Republic of Moldova"
"1015",33,2020,15,146,1,"Import Quantity","Wheat","Canada","Republic of Moldova"
"1016",214,2020,15,146,1210,"Import Quantity","Wheat","China, Taiwan Province of","Republic of Moldova"
"1017",48,2020,15,146,49,"Import Quantity","Wheat","Costa Rica","Republic of Moldova"
"1018",50,2020,15,146,574,"Import Quantity","Wheat","Cyprus","Republic of Moldova"
"1019",167,2020,15,146,0,"Import Quantity","Wheat","Czechia","Republic of Moldova"
"1020",59,2020,15,146,25,"Import Quantity","Wheat","Egypt","Republic of Moldova"
"1021",84,2020,15,146,36813,"Import Quantity","Wheat","Greece","Republic of Moldova"
"1022",101,2020,15,146,25337,"Import Quantity","Wheat","Indonesia","Republic of Moldova"
"1023",106,2020,15,146,18628,"Import Quantity","Wheat","Italy","Republic of Moldova"
"1024",121,2020,15,146,11002,"Import Quantity","Wheat","Lebanon","Republic of Moldova"
"1025",131,2020,15,146,8054,"Import Quantity","Wheat","Malaysia","Republic of Moldova"
"1026",28,2020,15,146,1575,"Import Quantity","Wheat","Myanmar","Republic of Moldova"
"1027",150,2020,15,146,374,"Import Quantity","Wheat","Netherlands","Republic of Moldova"
"1028",171,2020,15,146,1750,"Import Quantity","Wheat","Philippines","Republic of Moldova"
"1029",183,2020,15,146,6084,"Import Quantity","Wheat","Romania","Republic of Moldova"
"1030",211,2020,15,146,6533,"Import Quantity","Wheat","Switzerland","Republic of Moldova"
"1031",216,2020,15,146,1587,"Import Quantity","Wheat","Thailand","Republic of Moldova"
"1032",223,2020,15,146,15634,"Import Quantity","Wheat","Turkey","Republic of Moldova"
"1033",229,2020,15,146,364,"Import Quantity","Wheat","United Kingdom of Great Britain and Northern Ireland","Republic of Moldova"
"1034",11,2020,15,183,8741,"Import Quantity","Wheat","Austria","Romania"
"1035",16,2020,15,183,30493,"Import Quantity","Wheat","Bangladesh","Romania"
"1036",255,2020,15,183,759,"Import Quantity","Wheat","Belgium","Romania"
"1037",27,2020,15,183,2572,"Import Quantity","Wheat","Bulgaria","Romania"
"1038",115,2020,15,183,893,"Import Quantity","Wheat","Cambodia","Romania"
"1039",33,2020,15,183,2,"Import Quantity","Wheat","Canada","Romania"
"1040",98,2020,15,183,16,"Import Quantity","Wheat","Croatia","Romania"
"1041",50,2020,15,183,23259,"Import Quantity","Wheat","Cyprus","Romania"
"1042",167,2020,15,183,331,"Import Quantity","Wheat","Czechia","Romania"
"1043",54,2020,15,183,2,"Import Quantity","Wheat","Denmark","Romania"
"1044",72,2020,15,183,34843,"Import Quantity","Wheat","Djibouti","Romania"
"1045",59,2020,15,183,591522,"Import Quantity","Wheat","Egypt","Romania"
"1046",238,2020,15,183,35870,"Import Quantity","Wheat","Ethiopia","Romania"
"1047",68,2020,15,183,71619,"Import Quantity","Wheat","France","Romania"
"1048",79,2020,15,183,15964,"Import Quantity","Wheat","Germany","Romania"
"1049",84,2020,15,183,66361,"Import Quantity","Wheat","Greece","Romania"
"1050",97,2020,15,183,3120,"Import Quantity","Wheat","Hungary","Romania"
"1051",104,2020,15,183,27,"Import Quantity","Wheat","Ireland","Romania"
"1052",105,2020,15,183,377066,"Import Quantity","Wheat","Israel","Romania"
"1053",106,2020,15,183,148488,"Import Quantity","Wheat","Italy","Romania"
"1054",112,2020,15,183,700841,"Import Quantity","Wheat","Jordan","Romania"
"1055",121,2020,15,183,251525,"Import Quantity","Wheat","Lebanon","Romania"
"1056",124,2020,15,183,137449,"Import Quantity","Wheat","Libya","Romania"
"1057",131,2020,15,183,1039,"Import Quantity","Wheat","Malaysia","Romania"
"1058",143,2020,15,183,93675,"Import Quantity","Wheat","Morocco","Romania"
"1059",28,2020,15,183,7127,"Import Quantity","Wheat","Myanmar","Romania"
"1060",150,2020,15,183,18413,"Import Quantity","Wheat","Netherlands","Romania"
"1061",159,2020,15,183,35200,"Import Quantity","Wheat","Nigeria","Romania"
"1062",154,2020,15,183,32,"Import Quantity","Wheat","North Macedonia","Romania"
"1063",162,2020,15,183,18,"Import Quantity","Wheat","Norway","Romania"
"1064",171,2020,15,183,614124,"Import Quantity","Wheat","Philippines","Romania"
"1065",173,2020,15,183,531,"Import Quantity","Wheat","Poland","Romania"
"1066",174,2020,15,183,1,"Import Quantity","Wheat","Portugal","Romania"
